Time,Temperature,Pressure,Class
2010-01-03 00:00:00,361.97063287082887,106.99641162196093,1
2010-01-03 01:00:00,342.8741729494834,104.95286347539424,1
2010-01-03 02:00:00,317.84364892214325,101.32899974586755,0
2010-01-03 03:00:00,342.7615998802243,104.75316410771407,1
2010-01-03 04:00:00,338.4846845104622,104.14794366668863,1
2010-01-03 05:00:00,342.64762131808124,104.9045820135166,1
2010-01-03 06:00:00,364.1747736816374,107.38540828489485,1
2010-01-03 07:00:00,363.7271544414385,107.46602345346876,1
2010-01-03 08:00:00,364.4824007711751,107.54205929844815,1
2010-01-03 09:00:00,364.5499857513375,107.49018521709094,1
2010-01-03 10:00:00,342.52545684480106,104.98881492170834,1
2010-01-03 11:00:00,342.66062495683576,104.82145751132327,1
2010-01-03 12:00:00,341.0145387515857,104.43868819021121,1
2010-01-03 13:00:00,365.9694416769256,107.39524666319049,1
2010-01-03 14:00:00,341.9142582658747,104.78755344966501,1
2010-01-03 15:00:00,367.1589691877301,107.92150269577334,1
2010-01-03 16:00:00,367.1962643911231,107.57477143336548,1
2010-01-03 17:00:00,368.0175814762341,107.78344744819553,1
2010-01-03 18:00:00,342.16143620458416,105.08464051467196,1
2010-01-03 19:00:00,341.78376667729555,104.64952774904953,1
2010-01-03 20:00:00,341.8189796139163,104.80920332041373,1
2010-01-03 21:00:00,341.6105192919068,104.65013423562131,1
2010-01-03 22:00:00,341.70818183541064,104.80805955252087,1
2010-01-03 23:00:00,341.42819477108765,104.55836802479168,1
2010-01-04 00:00:00,370.0288950118957,108.08942534380023,1
2010-01-04 01:00:00,341.67946102513974,104.63667333277554,1
2010-01-04 02:00:00,362.1122542501795,107.02556325235354,1
2010-01-04 03:00:00,341.12284945007553,104.61191712969294,1
2010-01-04 04:00:00,316.5908349498471,101.11885978010633,0
2010-01-04 05:00:00,306.6684945864607,99.58597222122853,0
2010-01-04 06:00:00,306.6722393965429,99.65734999391574,0
2010-01-04 07:00:00,306.81521695328905,99.55332826996205,0
2010-01-04 08:00:00,306.96716060351054,99.68608592490037,0
2010-01-04 09:00:00,306.907296489613,99.61843977878074,0
2010-01-04 10:00:00,307.17375662233394,99.52121620153676,0
2010-01-04 11:00:00,307.22310687070774,99.5702641671544,0
2010-01-04 12:00:00,307.3759651331532,99.44398981129861,0
2010-01-04 13:00:00,307.5280872775204,99.83210743971814,0
2010-01-04 14:00:00,307.67116184953977,99.83788424311719,0
2010-01-04 15:00:00,307.7078698876797,99.87619081301122,0
2010-01-04 16:00:00,307.72179621995014,99.63342956541713,0
2010-01-04 17:00:00,307.9220020034342,99.67810292888554,0
2010-01-04 18:00:00,307.8409663786227,99.75220947858604,0
2010-01-04 19:00:00,307.9275171781253,99.8472759159311,0
2010-01-04 20:00:00,308.1945895501027,99.68622664880124,0
2010-01-04 21:00:00,308.0810596637792,99.80290893688347,0
2010-01-04 22:00:00,308.2136803654842,99.79921014264697,0
2010-01-04 23:00:00,308.36745101189075,99.86215365162963,0
2010-01-05 00:00:00,308.47977700932216,99.80933369668975,0
2010-01-05 01:00:00,308.66778376446416,99.9065506021195,0
2010-01-05 02:00:00,308.6901187765927,100.04776580698152,0
2010-01-05 03:00:00,308.79639356080907,99.87569636466402,0
2010-01-05 04:00:00,308.9639805300017,100.03355312839908,0
2010-01-05 05:00:00,308.9987759676156,99.85010924271948,0
2010-01-05 06:00:00,309.0557616656834,100.12267324569038,0
2010-01-05 07:00:00,309.0949735319131,99.88912858397524,0
2010-01-05 08:00:00,309.17754850221263,100.0836510324796,0
2010-01-05 09:00:00,309.61146261501864,99.96281999900239,0
2010-01-05 10:00:00,309.46187432626203,100.19292901969506,0
2010-01-05 11:00:00,309.6373165217173,99.81022121647939,0
2010-01-05 12:00:00,309.67060445207153,99.99544717950171,0
2010-01-05 13:00:00,309.8312647337208,100.12907412464745,0
2010-01-05 14:00:00,310.0814917608788,100.0543968293144,0
2010-01-05 15:00:00,310.21116240703236,100.12689819748914,0
2010-01-05 16:00:00,310.129329177964,100.11667896828196,0
2010-01-05 17:00:00,309.99730362575497,100.06332467395563,0
2010-01-05 18:00:00,310.3271878594124,100.29732092987194,0
2010-01-05 19:00:00,310.54618401872824,100.33449086459532,0
2010-01-05 20:00:00,310.43350984592365,100.07886535318745,0
2010-01-05 21:00:00,310.66566479859574,100.23756300755487,0
2010-01-05 22:00:00,310.5107219472252,100.14544679926172,0
2010-01-05 23:00:00,310.62341255366465,100.26877454369762,0
2010-01-06 00:00:00,310.7589235296795,100.28035514354166,0
2010-01-06 01:00:00,311.07918013737543,100.33740259429557,0
2010-01-06 02:00:00,311.1610453872772,100.35035197229631,0
2010-01-06 03:00:00,311.3298745250558,100.32015601864289,0
2010-01-06 04:00:00,311.2543694748802,100.12578709883572,0
2010-01-06 05:00:00,311.3603020297043,100.44833024038732,0
2010-01-06 06:00:00,311.39851281711924,100.08716574997521,0
2010-01-06 07:00:00,311.49497761575066,100.18894585588262,0
2010-01-06 08:00:00,311.7384778748826,100.48403964991331,0
2010-01-06 09:00:00,311.6936586720162,100.29906024010376,0
2010-01-06 10:00:00,311.8310149273748,100.30458802893409,0
2010-01-06 11:00:00,311.7946320871272,100.28103847841439,0
2010-01-06 12:00:00,311.86046774141283,100.3478292636186,0
2010-01-06 13:00:00,312.0893130350924,100.49308341680292,0
2010-01-06 14:00:00,312.20581589855794,100.38770246296453,0
2010-01-06 15:00:00,312.446003314686,100.42974982302435,0
2010-01-06 16:00:00,312.4137688164731,100.47565556419133,0
2010-01-06 17:00:00,312.47026018063343,100.33319085003664,0
2010-01-06 18:00:00,312.7313742332962,100.52766740183954,0
2010-01-06 19:00:00,312.52566175176605,100.38585572313958,0
2010-01-06 20:00:00,312.6364499457243,100.45265560802972,0
2010-01-06 21:00:00,313.01576649794293,100.5980670333291,0
2010-01-06 22:00:00,312.82319478063846,100.62658624436031,0
2010-01-06 23:00:00,313.0915455438293,100.65771534067409,0
2010-01-07 00:00:00,313.2092079030418,100.56257891138026,0
2010-01-07 01:00:00,313.08881640379684,100.54849306274187,0
2010-01-07 02:00:00,313.4732024072464,100.51699520783549,0
2010-01-07 03:00:00,313.20979979696745,100.62285597783847,0
2010-01-07 04:00:00,313.6367034120195,100.6497219831407,0
2010-01-07 05:00:00,313.5404404611797,100.57807871081829,0
2010-01-07 06:00:00,313.7772900442673,100.58469620346351,0
2010-01-07 07:00:00,313.77307985493826,100.7649611785575,0
2010-01-07 08:00:00,313.88331263968695,100.51287021221364,0
2010-01-07 09:00:00,314.0812139993649,100.66833630434267,0
2010-01-07 10:00:00,314.07193902674396,100.61193200737156,0
2010-01-07 11:00:00,314.0491758540748,100.68258246755877,0
2010-01-07 12:00:00,313.92393829211136,100.67365271410071,0
2010-01-07 13:00:00,314.3704796960358,100.80522583973034,0
2010-01-07 14:00:00,314.35833647863745,100.68600310395921,0
2010-01-07 15:00:00,314.48322208067674,100.65757433143453,0
2010-01-07 16:00:00,314.4732346904071,100.74339987582556,0
2010-01-07 17:00:00,314.591900676671,100.92009650515065,0
2010-01-07 18:00:00,314.7552559926414,100.59312779963705,0
2010-01-07 19:00:00,314.7702299583801,100.96039060846567,0
2010-01-07 20:00:00,314.94562704401324,100.91410690048302,0
2010-01-07 21:00:00,314.83400296486246,100.81471187480003,0
2010-01-07 22:00:00,315.0900145472492,100.92606446301524,0
2010-01-07 23:00:00,315.02617730529033,100.76085491377145,0
2010-01-08 00:00:00,315.1569710411611,100.79225738492453,0
2010-01-08 01:00:00,315.3022413306983,100.9383944832498,0
2010-01-08 02:00:00,315.3660845470273,101.01791984837571,0
2010-01-08 03:00:00,315.5330916481552,100.8755456172003,0
2010-01-08 04:00:00,315.53324383000523,100.95996529133507,0
2010-01-08 05:00:00,315.7058718677475,101.12992346627104,0
2010-01-08 06:00:00,315.74463799636726,101.0933957353267,0
2010-01-08 07:00:00,315.62611521733925,101.07301094370153,0
2010-01-08 08:00:00,315.8857591996775,101.04553965264441,0
2010-01-08 09:00:00,313.92541746974905,100.45650892689353,0
2010-01-08 10:00:00,313.9134624384319,100.69626372876046,0
2010-01-08 11:00:00,313.9354934211053,100.51466931875223,0
2010-01-08 12:00:00,314.1888301055754,100.72288631126729,0
2010-01-08 13:00:00,314.36903577647195,100.72631922874221,0
2010-01-08 14:00:00,314.25889355697547,100.66542751854223,0
2010-01-08 15:00:00,314.50505106340637,100.63063898246465,0
2010-01-08 16:00:00,314.6194730133344,100.74278987838444,0
2010-01-08 17:00:00,314.5802072132833,100.61733572688414,0
2010-01-08 18:00:00,314.76503335275316,100.82176351824711,0
2010-01-08 19:00:00,314.6950655403982,100.81520645840473,0
2010-01-08 20:00:00,314.76957309657865,100.94216145587076,0
2010-01-08 21:00:00,314.71191130476745,100.67295599653907,0
2010-01-08 22:00:00,314.9200460614598,100.60252794571758,0
2010-01-08 23:00:00,315.03554594441493,100.79363093949635,0
2010-01-09 00:00:00,315.04626456363206,100.91205098378892,0
2010-01-09 01:00:00,315.1082153076666,100.75744022256009,0
2010-01-09 02:00:00,315.17377688465655,100.89073115082564,0
2010-01-09 03:00:00,315.2648234122719,100.77132497419238,0
2010-01-09 04:00:00,315.24190274877543,100.75679248509817,0
2010-01-09 05:00:00,315.38022286638136,100.89797864475558,0
2010-01-09 06:00:00,315.430382862443,100.88818624947868,0
2010-01-09 07:00:00,315.5738604183136,100.8906280206325,0
2010-01-09 08:00:00,315.808250139026,100.9330866762867,0
2010-01-09 09:00:00,315.5956264715909,101.00072024584453,0
2010-01-09 10:00:00,315.69089973595305,100.97942203220958,0
2010-01-09 11:00:00,315.9470390819406,101.00878824937504,0
2010-01-09 12:00:00,315.8593867532891,100.81078295868072,0
2010-01-09 13:00:00,315.81701078450607,100.92700764650077,0
2010-01-09 14:00:00,315.9874442431823,100.95260246412853,0
2010-01-09 15:00:00,315.9778973047617,100.95855339602385,0
2010-01-09 16:00:00,316.18530222959254,101.05183974545174,0
2010-01-09 17:00:00,316.19134785002564,101.18782322012773,0
2010-01-09 18:00:00,316.31554658434413,100.71736276580278,0
2010-01-09 19:00:00,316.3980843391144,101.15645106528349,0
2010-01-09 20:00:00,316.45063463143765,101.07844003373171,0
2010-01-09 21:00:00,316.40403544953057,101.07729150142184,0
2010-01-09 22:00:00,316.437160625095,101.00565826366714,0
2010-01-09 23:00:00,316.82646279755346,101.27437960404852,0
2010-01-10 00:00:00,316.63380450424324,101.10769915989708,0
2010-01-10 01:00:00,316.72192757894913,101.17780758109463,0
2010-01-10 02:00:00,316.6998777659317,100.93592474508593,0
2010-01-10 03:00:00,316.82980944217707,101.1566056517917,0
2010-01-10 04:00:00,316.7873165628843,101.15561248089669,0
2010-01-10 05:00:00,317.08239933750497,100.9386740541825,0
2010-01-10 06:00:00,317.2574259516873,101.15108401362656,0
2010-01-10 07:00:00,317.14196389016183,101.15509595287915,0
2010-01-10 08:00:00,317.22411317916556,101.19436677856949,0
2010-01-10 09:00:00,317.4104415242912,101.14612176917977,0
2010-01-10 10:00:00,317.22146866802086,101.20607865099407,0
2010-01-10 11:00:00,317.43992303467246,101.27564407700068,0
2010-01-10 12:00:00,317.4872141888802,101.32302681774776,0
2010-01-10 13:00:00,317.4493155994357,101.22276837709529,0
2010-01-10 14:00:00,317.5182976950724,101.40830038416622,0
2010-01-10 15:00:00,317.7012178195687,101.29496676747262,0
2010-01-10 16:00:00,317.6812205108401,101.27465412273784,0
2010-01-10 17:00:00,317.57692415868496,101.19703872590027,0
2010-01-10 18:00:00,317.76208446638987,101.23685427359017,0
2010-01-10 19:00:00,317.86303221837875,101.33298304349874,0
2010-01-10 20:00:00,317.8031711382865,101.30378138500288,0
2010-01-10 21:00:00,317.7848713878293,101.36422457471161,0
2010-01-10 22:00:00,317.8598916230029,101.21566499003485,0
2010-01-10 23:00:00,317.8930061351743,101.09352993171481,0
2010-01-11 00:00:00,318.2799304317821,101.40855465637928,0
2010-01-11 01:00:00,318.35431612455267,101.37085662101322,0
2010-01-11 02:00:00,318.2777297692569,101.47038028615749,0
2010-01-11 03:00:00,318.2547197352303,101.37205226518641,0
2010-01-11 04:00:00,318.51340430345266,101.38580971662078,0
2010-01-11 05:00:00,318.3856633317538,101.3741044870864,0
2010-01-11 06:00:00,318.37116683726754,101.35460672976458,0
2010-01-11 07:00:00,318.59179722059514,101.33232440073742,0
2010-01-11 08:00:00,318.5075243604923,101.28663697819702,0
2010-01-11 09:00:00,318.69524133657353,101.37531097116367,0
2010-01-11 10:00:00,318.70392650161796,101.38794501161743,0
2010-01-11 11:00:00,318.8563587795335,101.46504186904788,0
2010-01-11 12:00:00,318.76506639478947,101.23698964518957,0
2010-01-11 13:00:00,318.8163324973815,101.50049870096021,0
2010-01-11 14:00:00,318.64080640356997,101.41709566531807,0
2010-01-11 15:00:00,318.9658552390263,101.46838950174843,0
2010-01-11 16:00:00,319.18371073595296,101.36914174934138,0
2010-01-11 17:00:00,318.9349451864343,101.62511289702185,0
2010-01-11 18:00:00,319.3047318778894,101.4670191267407,0
2010-01-11 19:00:00,319.2291929109339,101.33103388988849,0
2010-01-11 20:00:00,319.1366732620546,101.60615724954803,0
2010-01-11 21:00:00,319.19855573069947,101.51873503787802,0
2010-01-11 22:00:00,319.2901465332373,101.4899539787194,0
2010-01-11 23:00:00,319.4570968455803,101.52492015651148,0
2010-01-12 00:00:00,319.40869369539894,101.43367932610835,0
2010-01-12 01:00:00,319.563247818441,101.50179996964994,0
2010-01-12 02:00:00,319.5847392694496,101.55088460261007,0
2010-01-12 03:00:00,319.55379662247174,101.47333092991042,0
2010-01-12 04:00:00,319.4849266653196,101.62395279982177,0
2010-01-12 05:00:00,319.6565158399354,101.56396879322762,0
2010-01-12 06:00:00,319.86907406835184,101.45102149916522,0
2010-01-12 07:00:00,319.6524832134434,101.35237005432343,0
2010-01-12 08:00:00,319.7479478395689,101.45723244447072,0
2010-01-12 09:00:00,319.9174935748185,101.56138428139054,0
2010-01-12 10:00:00,319.7215986166017,101.46624326083314,0
2010-01-12 11:00:00,319.8493713195524,101.49390903987964,0
2010-01-12 12:00:00,319.99354977348173,101.50005791560362,0
2010-01-12 13:00:00,320.07937168024665,101.67146418090232,0
2010-01-12 14:00:00,320.08137046411815,101.66861919424298,0
2010-01-12 15:00:00,319.93609800785435,101.62990512889334,0
2010-01-12 16:00:00,320.14376600748676,101.60209500646783,0
2010-01-12 17:00:00,320.2327350709383,101.60528075317146,0
2010-01-12 18:00:00,320.1339741923757,101.31527415495663,0
2010-01-12 19:00:00,320.14569584690116,101.62224982394214,0
2010-01-12 20:00:00,320.25443863563686,101.55512743165077,0
2010-01-12 21:00:00,320.42217850207425,101.7343451219033,0
2010-01-12 22:00:00,320.3823839380657,101.69215131485672,0
2010-01-12 23:00:00,320.59274377376886,101.70538832334788,0
2010-01-13 00:00:00,320.409311843702,101.65891049961236,0
2010-01-13 01:00:00,320.4073510160958,101.70589311654305,0
2010-01-13 02:00:00,320.33896304717285,101.73513364998769,0
2010-01-13 03:00:00,320.47728880896506,101.83848164663084,0
2010-01-13 04:00:00,320.68888803505627,101.66523357380547,0
2010-01-13 05:00:00,320.74760810545393,101.63130574507642,0
2010-01-13 06:00:00,320.9162928815367,101.96063893213841,0
2010-01-13 07:00:00,320.66641430270886,101.6501090737637,0
2010-01-13 08:00:00,320.6133644308208,101.6774141558326,0
2010-01-13 09:00:00,320.818899418028,101.7663871205933,0
2010-01-13 10:00:00,320.75302076828336,101.76042047591103,0
2010-01-13 11:00:00,320.89712913303634,101.6273257415526,0
2010-01-13 12:00:00,320.87666514894266,101.71701598002979,0
2010-01-13 13:00:00,320.882122734717,101.58873434835141,0
2010-01-13 14:00:00,320.94175008052946,101.81192915055627,0
2010-01-13 15:00:00,320.91148590146656,101.88858801566103,0
2010-01-13 16:00:00,321.0383827516986,101.79896193241038,0
2010-01-13 17:00:00,321.0692594535298,101.86232865717764,0
2010-01-13 18:00:00,321.17450350311685,101.77799133872722,0
2010-01-13 19:00:00,321.05871121538064,101.79482741267475,0
2010-01-13 20:00:00,321.3765547994901,101.69582764006982,0
2010-01-13 21:00:00,321.1907619199054,101.7908775756954,0
2010-01-13 22:00:00,321.3785826234194,101.80489390706927,0
2010-01-13 23:00:00,321.1093082077651,101.79378946009577,0
2010-01-14 00:00:00,321.43057183189745,101.80824425699763,0
2010-01-14 01:00:00,321.2335629132734,101.66090481776732,0
2010-01-14 02:00:00,321.35480187399224,101.71650093965613,0
2010-01-14 03:00:00,321.4606846920701,101.83174149950001,0
2010-01-14 04:00:00,321.4911646220703,101.8686834144819,0
2010-01-14 05:00:00,321.30341693686233,101.74917072670395,0
2010-01-14 06:00:00,321.632937912906,101.90141474056594,0
2010-01-14 07:00:00,321.46008550561135,101.78548441305828,0
2010-01-14 08:00:00,321.57610435507155,101.85755285162311,0
2010-01-14 09:00:00,321.665727348445,101.66546861638359,0
2010-01-14 10:00:00,321.73982742621644,101.80644410049578,0
2010-01-14 11:00:00,321.72233879001476,101.73422807665072,0
2010-01-14 12:00:00,321.68395046273275,101.81659621432524,0
2010-01-14 13:00:00,321.773411033609,101.79201865644069,0
2010-01-14 14:00:00,321.72559612776416,101.9239744892181,0
2010-01-14 15:00:00,321.7005750436994,101.79452764029283,0
2010-01-14 16:00:00,321.779420639028,101.74830807795429,0
2010-01-14 17:00:00,321.84130104833775,101.64446863327403,0
2010-01-14 18:00:00,321.60874585523914,101.7119034800868,0
2010-01-14 19:00:00,321.67802330253653,101.93550239467514,0
2010-01-14 20:00:00,319.9054183963937,101.50647698208627,0
2010-01-14 21:00:00,319.7825630627027,101.79313072977281,0
2010-01-14 22:00:00,319.7806243491371,101.55365454987401,0
2010-01-14 23:00:00,319.76679088597643,101.65137682459674,0
2010-01-15 00:00:00,319.9243439757644,101.57481672378647,0
