Time,Temperature,Pressure
2010-01-04 07:00:00,307.1033634273456,100.31281945360504
2010-01-04 08:00:00,307.2644487950134,100.37169305719354
2010-01-04 09:00:00,307.3240489335169,100.2367195541267
2010-01-04 10:00:00,307.36967381892384,100.37414392247659
2010-01-04 11:00:00,307.4790030159917,100.41216593072645
2010-01-04 12:00:00,307.6221027713642,100.42187489027472
2010-01-04 13:00:00,307.72151442831864,100.3774574706519
2010-01-04 14:00:00,307.8875636522501,100.31625637505556
2010-01-04 15:00:00,307.90394794142844,100.43721677684003
2010-01-04 16:00:00,307.9606859437801,100.52834989113613
2010-01-04 17:00:00,308.02814815520406,100.48343315480697
2010-01-04 18:00:00,308.1686031748355,100.42603169809993
2010-01-04 19:00:00,308.0896305253128,100.35408554086148
2010-01-04 20:00:00,308.16147658957607,100.48400590032395
2010-01-04 21:00:00,308.44120194349847,100.36891817513492
2010-01-04 22:00:00,308.4751713043497,100.21995246230597
2010-01-04 23:00:00,308.52366906926494,100.3622167208437
2010-01-05 00:00:00,308.5599685824446,100.42915613590885
2010-01-05 01:00:00,308.6619715119887,100.42485533555102
2010-01-05 02:00:00,308.9773252523162,100.47398251757424
2010-01-05 03:00:00,308.9631239958754,100.29102805428819
2010-01-05 04:00:00,309.13028177273367,100.6016074394291
2010-01-05 05:00:00,309.1642673934604,100.52911041086601
2010-01-05 06:00:00,309.17856385652,100.41943462025795
2010-01-05 07:00:00,309.2640499331025,100.57520355409949
2010-01-05 08:00:00,309.2766739023478,100.39376315438327
2010-01-05 09:00:00,309.30222057602396,100.36255623437587
2010-01-05 10:00:00,309.6201660413071,100.53099842413035
2010-01-05 11:00:00,309.5840164464872,100.51034775818617
2010-01-05 12:00:00,309.75698098534383,100.43420730212056
2010-01-05 13:00:00,309.74905594948393,100.31415152600272
2010-01-05 14:00:00,309.80949243566255,100.41279627769511
2010-01-05 15:00:00,309.7226376881464,100.63650667653518
2010-01-05 16:00:00,309.991267027244,100.39216607083966
2010-01-05 17:00:00,310.0868612300469,100.84173154364993
2010-01-05 18:00:00,310.221239123656,100.67384094264492
2010-01-05 19:00:00,310.1918384359594,100.55757591597234
2010-01-05 20:00:00,310.20955179652185,100.4006942796357
2010-01-05 21:00:00,310.3376532367622,100.53927735574196
2010-01-05 22:00:00,310.5720511281957,100.52424515668493
2010-01-05 23:00:00,310.6247716262151,100.61899135748806
2010-01-06 00:00:00,310.43143785786737,100.58725273070537
2010-01-06 01:00:00,310.7063768470078,100.60051241374798
2010-01-06 02:00:00,310.87542263254846,100.31522103748269
2010-01-06 03:00:00,310.8814864821411,100.61682683468892
2010-01-06 04:00:00,310.98663768348035,100.60196521637006
2010-01-06 05:00:00,311.10229381141687,100.54394908907727
2010-01-06 06:00:00,311.1469869077502,100.76594015585722
2010-01-06 07:00:00,311.05919705672,100.58322155658428
2010-01-06 08:00:00,311.2780244916592,100.41115882681193
2010-01-06 09:00:00,311.47309288830843,100.46957706283798
2010-01-06 10:00:00,311.411728817375,100.43765688643364
2010-01-06 11:00:00,311.4021184871112,100.58294328429521
2010-01-06 12:00:00,311.5678684789762,100.60859955801544
2010-01-06 13:00:00,311.59564255684325,100.75095302356898
2010-01-06 14:00:00,311.7205278182528,100.49901621149529
2010-01-06 15:00:00,311.9309956612975,100.64196466029539
2010-01-06 16:00:00,311.83553558954225,100.5054788704204
2010-01-06 17:00:00,311.99688444073485,100.50552408844132
2010-01-06 18:00:00,312.0219252824048,100.66195240432401
2010-01-06 19:00:00,312.1664303085569,100.53609543332009
2010-01-06 20:00:00,312.2357032735567,100.51298918678057
2010-01-06 21:00:00,312.3848874895573,100.69547431346041
2010-01-06 22:00:00,312.54431568118366,100.50110447398842
2010-01-06 23:00:00,312.425316025019,100.66506204150465
2010-01-07 00:00:00,312.52753815704256,100.79289004269597
2010-01-07 01:00:00,312.6574515346534,100.4913191321376
2010-01-07 02:00:00,312.68044774076753,100.64440575838803
2010-01-07 03:00:00,312.69127934302753,100.5606123674467
2010-01-07 04:00:00,312.91416788109393,100.55705381581043
2010-01-07 05:00:00,312.79324310350427,100.69952402030701
2010-01-07 06:00:00,312.85281737982547,100.77551213236775
2010-01-07 07:00:00,312.9885096327407,100.70463093248512
2010-01-07 08:00:00,313.094405945304,100.83788531421038
2010-01-07 09:00:00,313.11954026730075,100.79408235594761
2010-01-07 10:00:00,313.15886438519976,100.64306038758491
2010-01-07 11:00:00,313.2533524629568,100.6759572738015
2010-01-07 12:00:00,313.31068406360214,100.75840798024919
2010-01-07 13:00:00,313.46393551272837,100.59278463383139
2010-01-07 14:00:00,313.6712970489792,100.69075615286542
2010-01-07 15:00:00,313.59411211018033,100.69660224141413
2010-01-07 16:00:00,313.76594157322074,100.73303394996292
2010-01-07 17:00:00,313.7297132872885,100.72884378175961
2010-01-07 18:00:00,314.0095281576552,100.86034240421834
2010-01-07 19:00:00,313.7806448973579,100.62433959221089
2010-01-07 20:00:00,313.76356874481405,100.66663104934084
2010-01-07 21:00:00,314.0410765540051,100.69408682449333
2010-01-07 22:00:00,314.1048716349981,100.88669631875773
2010-01-07 23:00:00,314.25431383712004,100.46046221784601
2010-01-08 00:00:00,314.2226728828481,100.68216971934032
2010-01-08 01:00:00,314.18778449246076,100.70035852066346
2010-01-08 02:00:00,314.45835815871857,100.76721229627883
2010-01-08 03:00:00,314.3960098254898,100.77224946591573
2010-01-08 04:00:00,314.68800299747494,100.42549327677563
2010-01-08 05:00:00,314.4650534444503,100.86328944701393
2010-01-08 06:00:00,314.74384277433666,100.73803822850827
2010-01-08 07:00:00,314.8407591922385,100.7501104537712
2010-01-08 08:00:00,314.9557860507707,100.72693035177468
2010-01-08 09:00:00,314.96403948578586,100.74635979750515
2010-01-08 10:00:00,314.96979072482986,100.77499113962678
2010-01-08 11:00:00,315.0537970425094,100.80575536561796
2010-01-08 12:00:00,315.2036762400574,100.78799481256533
2010-01-08 13:00:00,315.29571731524845,100.54344341321293
2010-01-08 14:00:00,315.2834665182187,100.86954404069726
2010-01-08 15:00:00,315.3526692638594,100.6292611965642
2010-01-08 16:00:00,315.32379831688536,100.76882720808165
2010-01-08 17:00:00,315.4725372932903,100.57177230205176
2010-01-08 18:00:00,315.4070260179018,100.81696251036524
2010-01-08 19:00:00,315.5511533443718,100.79659300074361
2010-01-08 20:00:00,315.66638470667937,100.76519177252929
2010-01-08 21:00:00,315.70544531193735,100.67391516135655
2010-01-08 22:00:00,315.6107256555318,100.96964320484506
2010-01-08 23:00:00,316.05167586020076,100.92757181294532
2010-01-09 00:00:00,315.94054636170983,100.64500203861263
2010-01-09 01:00:00,315.85172101510517,100.72319727588413
2010-01-09 02:00:00,315.12610773983624,100.89562093797235
2010-01-09 03:00:00,315.01157076579443,100.71688512351369
2010-01-09 04:00:00,315.1761620755418,100.75442686863988
2010-01-09 05:00:00,315.18515396056716,100.6944705309399
2010-01-09 06:00:00,315.17658426078464,100.8165008223546
2010-01-09 07:00:00,315.34702061880154,100.83619959929185
2010-01-09 08:00:00,315.33471029493825,100.80394935381247
2010-01-09 09:00:00,315.3185837584732,100.65936090018099
2010-01-09 10:00:00,315.4266000718102,100.86080093856467
2010-01-09 11:00:00,315.631757408793,100.86113663967772
2010-01-09 12:00:00,315.52764697413323,100.8084070710292
2010-01-09 13:00:00,315.6112580312262,100.90081320857652
2010-01-09 14:00:00,315.63088015710537,100.84204479431843
2010-01-09 15:00:00,315.56458054130746,100.7893202425689
2010-01-09 16:00:00,315.7777622297744,100.89692616879884
2010-01-09 17:00:00,315.74599309128325,100.68657282162991
2010-01-09 18:00:00,316.1022053311758,100.73046597864155
2010-01-09 19:00:00,316.0352323584921,100.71151868076959
2010-01-09 20:00:00,315.9811709588295,100.92770849234672
2010-01-09 21:00:00,316.0396835629862,100.73124842077965
2010-01-09 22:00:00,316.0630076623701,100.78765606730562
2010-01-09 23:00:00,316.0710925287858,100.83309663850848
2010-01-10 00:00:00,316.3533682016702,100.85542582023201
2010-01-10 01:00:00,316.4389105091041,100.73554407459893
2010-01-10 02:00:00,316.4002309171786,100.74591201583794
2010-01-10 03:00:00,316.5014360534886,100.765093014742
2010-01-10 04:00:00,316.5874542375025,100.87532249698366
2010-01-10 05:00:00,316.5625163268649,100.74704491631232
2010-01-10 06:00:00,316.76482540879374,100.75227875606161
2010-01-10 07:00:00,316.66626339687764,100.91101523105655
2010-01-10 08:00:00,316.6579388189611,100.7042721188833
2010-01-10 09:00:00,316.7127581880394,100.8057680679323
2010-01-10 10:00:00,316.75285406854965,100.83323213664707
2010-01-10 11:00:00,316.75546418101374,101.02359294086702
2010-01-10 12:00:00,316.82430592058336,100.9087224672327
2010-01-10 13:00:00,316.88786393194374,100.77236785616923
2010-01-10 14:00:00,316.8660149308581,100.66565282422854
2010-01-10 15:00:00,316.966518681399,100.79668435845502
2010-01-10 16:00:00,317.2403996093555,100.7493164307606
2010-01-10 17:00:00,317.1244215948531,100.86433943016155
2010-01-10 18:00:00,317.2033143525655,100.91695922179957
2010-01-10 19:00:00,317.32004556009343,100.96861069433467
2010-01-10 20:00:00,317.3795752237858,100.7960105380935
2010-01-10 21:00:00,317.1845282370909,100.97898046321573
2010-01-10 22:00:00,317.4600536178775,100.86187412364441
2010-01-10 23:00:00,317.27134334066324,100.7799392532816
2010-01-11 00:00:00,317.35292257130936,101.03609136426883
2010-01-11 01:00:00,317.42074865488064,100.85972407123379
2010-01-11 02:00:00,317.5149238823548,100.86719852956963
2010-01-11 03:00:00,317.6328623251293,100.94861705687772
2010-01-11 04:00:00,317.62807829917995,100.97112385173907
2010-01-11 05:00:00,317.6436182189517,100.95225922033369
2010-01-11 06:00:00,317.90942568365006,100.8676135022004
2010-01-11 07:00:00,317.80694802574635,100.88323299596874
2010-01-11 08:00:00,317.9301260278714,100.91771129260249
2010-01-11 09:00:00,317.9623377652999,100.8203495967767
2010-01-11 10:00:00,317.82726539340007,100.98688395172304
2010-01-11 11:00:00,317.7673836137808,100.80646197241713
2010-01-11 12:00:00,317.9973682501702,100.84912029517751
2010-01-11 13:00:00,318.04082472272444,100.89446197522578
2010-01-11 14:00:00,318.2344029271998,100.84286576806115
2010-01-11 15:00:00,318.02697212845214,101.06761192591773
2010-01-11 16:00:00,318.07553680636096,100.77650417592503
2010-01-11 17:00:00,318.2341165202972,100.9211168235781
2010-01-11 18:00:00,318.320011583403,100.78736739950219
2010-01-11 19:00:00,318.21321824610266,100.97084576180625
2010-01-11 20:00:00,318.36581596676064,100.79128025839042
2010-01-11 21:00:00,318.43884174694676,100.88990230350983
2010-01-11 22:00:00,318.3704371633258,100.89722217425111
2010-01-11 23:00:00,318.4843227010096,100.99008984882921
2010-01-12 00:00:00,318.4754650991303,101.05141818389795
2010-01-12 01:00:00,318.4832650783577,101.04917451282749
2010-01-12 02:00:00,318.44784278417666,100.8714479800592
2010-01-12 03:00:00,318.64163072828575,100.9156548016666
2010-01-12 04:00:00,318.48203805424413,100.99354293770627
2010-01-12 05:00:00,318.76168746323464,100.98651567798422
2010-01-12 06:00:00,318.75248190644226,100.80478516046931
2010-01-12 07:00:00,318.6965509965838,100.93151367018375
2010-01-12 08:00:00,318.8137023392765,100.79075763904122
2010-01-12 09:00:00,318.936774677008,101.07686924415206
2010-01-12 10:00:00,318.9029101752602,100.98414672226357
2010-01-12 11:00:00,319.0961115805316,100.92850366375944
2010-01-12 12:00:00,318.7528345057378,100.88396828985556
2010-01-12 13:00:00,318.98301844741485,100.97642215429556
2010-01-12 14:00:00,319.0735420386875,100.98127415589327
2010-01-12 15:00:00,319.07183305486586,100.898414342533
2010-01-12 16:00:00,319.1997491340687,101.12364273706835
2010-01-12 17:00:00,319.08361430384946,100.7353878927684
2010-01-12 18:00:00,319.18643519091125,101.09344963774213
2010-01-12 19:00:00,319.22517404880875,100.96115933457887
2010-01-12 20:00:00,319.46459522898226,101.24945639190284
2010-01-12 21:00:00,319.4454097418311,101.08216730653467
2010-01-12 22:00:00,319.35342667449896,100.9550336674283
2010-01-12 23:00:00,319.37445138747387,100.99048698057064
2010-01-13 00:00:00,319.3559690654417,100.98616203578027
2010-01-13 01:00:00,319.43653998335145,101.02986918370644
2010-01-13 02:00:00,319.381809043217,100.84480776143603
2010-01-13 03:00:00,319.39652372380215,100.94971650314929
2010-01-13 04:00:00,319.49200782081255,100.87460031585469
2010-01-13 05:00:00,319.5258210622898,101.01946260269891
2010-01-13 06:00:00,319.38757570270604,101.04837197553637
2010-01-13 07:00:00,319.3706032723833,100.8430810436909
2010-01-13 08:00:00,319.61438144070075,101.0384695256111
2010-01-13 09:00:00,319.6765519146044,100.95288552855816
2010-01-13 10:00:00,319.57963758398654,101.15059342934357
2010-01-13 11:00:00,319.6965753331753,100.96986969139822
2010-01-13 12:00:00,319.6707777606381,100.9068245079391
2010-01-13 13:00:00,319.7204184360619,101.10104841192336
2010-01-13 14:00:00,319.7276144956319,100.92476522474601
2010-01-13 15:00:00,319.81049595065986,100.85870759437375
2010-01-13 16:00:00,319.776113213924,101.01541770019033
2010-01-13 17:00:00,319.6983664626408,101.06692016235515
2010-01-13 18:00:00,320.0374396688821,100.9408367618631
2010-01-13 19:00:00,319.85920075893796,100.81806489799803
2010-01-13 20:00:00,320.0047197686608,101.05894129835713
2010-01-13 21:00:00,319.85913613522143,101.01569837234098
2010-01-13 22:00:00,319.924094112257,101.00459284487481
2010-01-13 23:00:00,319.9041474872198,100.94394948683127
2010-01-14 00:00:00,319.8107610869224,100.9573515246883
2010-01-14 01:00:00,319.8807551812362,100.93493334853842
2010-01-14 02:00:00,319.93816650733197,100.88294443291491
2010-01-14 03:00:00,319.89955565783237,101.12184007380593
2010-01-14 04:00:00,319.9080812168733,100.94212313204395
2010-01-14 05:00:00,320.20336321583625,100.87197934946458
2010-01-14 06:00:00,320.09987305880793,101.04510060066119
2010-01-14 07:00:00,320.113390354514,100.96207477195124
2010-01-14 08:00:00,320.11437548081585,100.91079634847671
2010-01-14 09:00:00,320.2891369538075,101.13268756427567
2010-01-14 10:00:00,320.1265490242522,101.03560173476905
2010-01-14 11:00:00,320.19761222532287,100.88450381885171
2010-01-14 12:00:00,320.20254843063435,100.9639524751045
2010-01-14 13:00:00,320.24321913839776,100.96630734830525
2010-01-14 14:00:00,320.16764946868574,101.01908846438906
2010-01-14 15:00:00,320.2594286794138,100.97335584568138
2010-01-14 16:00:00,320.28343233434754,101.07110287346127
2010-01-14 17:00:00,320.41107716547936,101.11687305934753
2010-01-14 18:00:00,320.2884022491927,100.8740937627138
2010-01-14 19:00:00,320.3324431872097,101.00586142933925
2010-01-14 20:00:00,320.3599296440496,101.01970503340408
2010-01-14 21:00:00,320.2872492374236,100.9052311628925
2010-01-14 22:00:00,320.3013545098088,100.92181111259902
2010-01-14 23:00:00,320.3000646852742,101.07256311100535
2010-01-15 00:00:00,320.4219228924582,100.80309802420363
